$_	dër;slahen/abe+;Paulus;unte;[!!];kanzelære;all-sam(e);obe;wild;wante;ferto;dazz
--	Cicero;G;7;hant-ge-mâl;tièste;Blach;dës;pla;an;ander;[!?];ihu;dièt-mèhtig;Hor-brügge;Neckar;êvangêlje;dürftig;[!];Michael;vluot-strûme;Bliuwel-mate;lêre;iemo;Stëge-mate;ane/<+sëhen;eius;Kumvièr;Ham;iiii;Ach-rèin;Pinke;Birzen-acker;Boumelîn;Rorstrut;iezet;Schotten-anger;.ii.;ivie;zigle;i.;Sander-anger;ane/<+bëten;Hönige;sozjo;D;Baerleich;xxu;xxiiii;.i.;regnas;buzine;.vi.;dër;10;xxeje;lx;zer-vüèren;Rinder-market;[!!];boch;Hêrelîch;Balmung;Kumme;Krane;.v.;Seckelbrunne;Baerlèich;xji;Vuhs-kûle;wëter-hagel;dâr/+vür(e);.lx.;rèfsen;fluxum;dièt-êwig;be-trogene;ii;Rûte;voll-ènte;S;dominus;xxi;w;Main;nom\-;moie;Bruge;viiii;vi;Widern-stücke;knize;in;Kanel;Juden-gazze;lx.;doner-diutig;hunc;~daz;presepjo;Gigen-bërg;Dicke;Blèiche;pogete;orden;rîfe;kastitate;stroufære;Slûch-mate;ge-twædig-lîche;emunitate;Brüèl;lèmbechîn;Wagenhals;Loène;un-anemes;prinzipjo;nâs;ent-dÉl(e)n;Kulze;penetende;v;.xxxii.;Nunne;un-lèite;[?];valses;agrimonie;Glan;Raphaël;.xxx.;ent-rèden;iii;rxpere;Hötten-bach;Slèiden;podete;Regge;HÉlle-gazze;qua;xxxii;x;Grenode;Jesûs;2;Rode;voget-salm(e);cetera;Biunte;.xxiiii.;decollatione;Râm;et;Zome;BÉrlèich;doner-dutig;Mèin;all;Wîen-bühel;laus;dasent;Eufrateisch;d;nëve;oratjone;Bènd;vii;--;N;Vèilz;kanelîn;Schiune-bërg;m;iaspis;xxji;there;tu
ADJ	reminisci
